contract_id,worker_id,org_id,org_date,year,base_salary_lcu,gross_salary_lcu,net_salary_lcu,whours,country_code,country_name,adm1_name,adm1_code,start_date,end_date,paygrade,seniority,occupation_native,occupation_english,occupation_iscocode,occupation_isconame
1887,6285228580,MINISTÉRIO DA SAÚDE-500312-2015,2007-02-26,2018,7552.02,6538.15,3282.6,44,BRA,Brazil,Alagoas,AL,1990-12-14,,A,ACMNB30,adjunto administrativo,civil engineer,2142,
1648,4223693665,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2018-10-31,2003,620.29,1261.35,1505.14,44,BRA,Brazil,Alagoas,AL,2021-07-16,1313193600000000000,C,AEM30E2,professor,civil engineer,2221,
1145,8344020279,SECRETARIA DE FINANÇAS-200104-2009,2004-11-28,2012,6438.05,4123.51,3277.17,30,BRA,Brazil,Alagoas,AL,2012-08-03,1265414400000000000,H,ACSND40,engenheiro civil,teacher,2221,Teaching Professionals
1608,3592869602,SECRETARIA DE FINANÇAS-200104-2009,2010-11-25,2017,2287.31,2423.65,9394.49,35,BRA,Brazil,Alagoas,AL,2012-09-22,,G,ADPMA0,,nurse,,Teaching Professionals
1281,5814023888,SECRETARIA DE EDUCAÇÃO-400210-2010,2006-04-29,2006,5338.15,1551.88,980.83,35,BRA,Brazil,Alagoas,AL,1999-02-20,,B,FI2TC,enfermeiro,civil engineer,2221,Teaching Professionals
1503,5047444092,SECRETARIA DE EDUCAÇÃO-400210-2010,2001-01-15,2003,2559.95,7745.24,4736.1,40,BRA,Brazil,Alagoas,AL,1994-06-24,1766361600000000000,D,FI2TC,adjunto administrativo,administrative assistant,9311,
1661,1432374516,SECRETARIA DE EDUCAÇÃO-400210-2010,2014-12-16,2000,6179.3,3182.5,1589.62,35,BRA,Brazil,Alagoas,AL,2002-07-24,,B,999,engenheiro civil,,2320,Nursing Professionals
1507,5313362772,SECRETARIA DE EDUCAÇÃO-400210-2010,2005-12-24,2008,7277.54,7855.01,6805.46,30,BRA,Brazil,Alagoas,AL,2013-02-15,,,999,engenheiro civil,administrative assistant,2221,Teaching Professionals
1760,5233264172,SECRETARIA DE FINANÇAS-200104-2009,2009-04-24,2002,1534.41,6748.98,8859.13,30,BRA,Brazil,Alagoas,AL,1998-08-11,,C,,adjunto administrativo,civil engineer,9311,Nursing Professionals
1448,4167785858,MINISTÉRIO DA SAÚDE-500312-2015,2003-10-03,2012,3492.89,2658.41,6312.48,35,BRA,Brazil,Alagoas,AL,1990-06-26,1060992000000000000,G,ACMNB30,enfermeiro,teacher,,Civil Engineers
1850,9289909828,MINISTÉRIO DA SAÚDE-500312-2015,2017-01-16,2012,7729.67,4048.55,8020.96,35,BRA,Brazil,Alagoas,AL,2004-11-25,,E,999,adjunto administrativo,nurse,2142,Mining and Quarrying Labourers
1325,6229307554,SECRETARIA DE FINANÇAS-200104-2009,2005-05-14,2021,6546.76,4530.39,5246.98,30,BRA,Brazil,Alagoas,AL,2012-08-20,,F,ACMNB30,enfermeiro,teacher,2320,Civil Engineers
1409,4883103460,MINISTÉRIO DA SAÚDE-500312-2015,2011-01-22,2012,2088.29,9421.58,3043.06,30,BRA,Brazil,Alagoas,AL,2018-04-15,1207699200000000000,H,AEM30E2,adjunto administrativo,teacher,,Nursing Professionals
1980,9606232801,SECRETARIA DE EDUCAÇÃO-400210-2010,2014-10-24,2016,521.01,5552.64,4095.01,40,BRA,Brazil,Alagoas,AL,1994-08-01,,F,FI2TC,adjunto administrativo,nurse,2142,Civil Engineers
1829,9213943446,SECRETARIA DE FINANÇAS-200104-2009,2020-03-14,2015,3739.81,4388.82,6175.15,30,BRA,Brazil,Alagoas,AL,2020-12-05,,G,FI2TC,,teacher,,Civil Engineers
1836,4932397946,SECRETARIA DE EDUCAÇÃO-400210-2010,2007-03-07,2017,1064.39,4297.07,4779.42,30,BRA,Brazil,Alagoas,AL,2011-05-04,,,AEM30E2,engenheiro civil,civil engineer,2221,Civil Engineers
1721,8796409508,SECRETARIA DE FINANÇAS-200104-2009,2010-01-20,2021,2505.81,6372.26,7378.99,35,BRA,Brazil,Alagoas,AL,2018-07-21,,,FI2TC,,teacher,9311,Nursing Professionals
1127,2991098433,SECRETARIA DE FINANÇAS-200104-2009,2001-10-23,2019,3956.86,6467.64,6847.29,44,BRA,Brazil,Alagoas,AL,2001-05-31,,D,ACMNB30,professor,administrative assistant,2221,Nursing Professionals
1526,8935508781,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2016-04-15,2017,7408.6,1740.39,9372.65,44,BRA,Brazil,Alagoas,AL,2014-05-30,,E,ADPMA0,professor,,9311,Nursing Professionals
1915,1485992825,SECRETARIA DE EDUCAÇÃO-400210-2010,2019-10-26,2014,7778.46,8934.1,3657.21,20,BRA,Brazil,Alagoas,AL,2014-01-05,,,FI2TC,engenheiro civil,nurse,9311,
1303,9204023313,SECRETARIA DE FINANÇAS-200104-2009,2005-05-12,2017,1494.72,5406.92,4399.16,40,BRA,Brazil,Alagoas,AL,2006-01-30,,D,FI2TC,engenheiro civil,teacher,9311,Nursing Professionals
1510,9694267729,SECRETARIA DE FINANÇAS-200104-2009,2012-10-12,2016,2724.0,8973.23,7133.5,44,BRA,Brazil,Alagoas,AL,2022-05-15,,E,ADPMA0,professor,teacher,2320,Teaching Professionals
1411,9122906389,SECRETARIA DE EDUCAÇÃO-400210-2010,2005-09-21,2018,3054.29,5395.08,9047.8,40,BRA,Brazil,Alagoas,AL,2000-04-18,,H,999,professor,civil engineer,9311,Teaching Professionals
1696,3264921478,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2020-04-24,2012,7745.2,3485.66,5474.6,44,BRA,Brazil,Alagoas,AL,1992-06-27,,E,ACSND40,adjunto administrativo,teacher,2320,Teaching Professionals
1676,5906840950,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2006-09-04,2016,6713.62,6159.89,1823.49,44,BRA,Brazil,Alagoas,AL,1996-07-14,,F,ACSND40,adjunto administrativo,nurse,2320,Civil Engineers
1818,9384348835,SECRETARIA DE EDUCAÇÃO-400210-2010,2000-09-17,2015,7443.66,9005.49,2685.12,30,BRA,Brazil,Alagoas,AL,2016-09-01,,D,ACSND40,adjunto administrativo,nurse,2142,Mining and Quarrying Labourers
1584,3322210000,SECRETARIA DE EDUCAÇÃO-400210-2010,2015-01-26,2021,5653.43,6899.24,5842.73,40,BRA,Brazil,Alagoas,AL,2003-06-05,,B,,,,,
1729,2405558655,MINISTÉRIO DA SAÚDE-500312-2015,2019-03-02,2009,5890.28,3424.97,7752.46,40,BRA,Brazil,Alagoas,AL,2020-03-30,,G,AEM30E2,engenheiro civil,teacher,2320,Nursing Professionals
1019,6304077693,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2004-12-07,2020,6013.01,3234.99,6147.08,35,BRA,Brazil,Alagoas,AL,1991-01-21,,,FI2TC,engenheiro civil,,,Mining and Quarrying Labourers
1234,3242000528,SECRETARIA DE EDUCAÇÃO-400210-2010,2015-06-06,2018,3571.0,4580.66,4549.14,30,BRA,Brazil,Alagoas,AL,1992-07-31,,F,FI2TC,adjunto administrativo,nurse,,Mining and Quarrying Labourers
1646,7641526016,MINISTÉRIO DA SAÚDE-500312-2015,2008-01-19,2004,1132.54,3665.35,9018.64,35,BRA,Brazil,Alagoas,AL,2020-05-09,1186963200000000000,H,999,engenheiro civil,administrative assistant,2221,
1178,4426605414,MINISTÉRIO DA SAÚDE-500312-2015,2003-03-30,2008,6563.37,9983.1,646.6,20,BRA,Brazil,Alagoas,AL,1999-01-27,,B,ADPMA0,enfermeiro,civil engineer,2142,Civil Engineers
1057,4714364955,SECRETARIA DE EDUCAÇÃO-400210-2010,2000-12-08,2015,6872.2,6041.9,5174.35,44,BRA,Brazil,Alagoas,AL,1990-10-29,,C,ACMNB30,enfermeiro,nurse,2320,Nursing Professionals
1008,7770946204,MINISTÉRIO DA SAÚDE-500312-2015,2010-11-05,2018,4430.85,4987.93,9165.46,30,BRA,Brazil,Alagoas,AL,2002-02-11,,A,ADPMA0,enfermeiro,civil engineer,2221,Civil Engineers
1032,9809809135,SECRETARIA DE FINANÇAS-200104-2009,2010-08-01,2008,1634.08,1993.47,9401.34,20,BRA,Brazil,Alagoas,AL,2000-03-25,,A,,adjunto administrativo,teacher,9311,
1725,8628361186,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2006-10-12,2015,7637.61,7886.77,806.36,35,BRA,Brazil,Alagoas,AL,2013-01-15,,D,ACMNB30,,nurse,2221,Mining and Quarrying Labourers
1448,1963817190,MINISTÉRIO DA SAÚDE-500312-2015,2013-05-24,2019,2700.31,3216.51,8732.71,20,BRA,Brazil,Alagoas,AL,2020-01-09,1210896000000000000,D,ACSND40,enfermeiro,administrative assistant,2320,
1135,5043400150,SECRETARIA DE FINANÇAS-200104-2009,2002-07-15,2010,6858.14,6740.48,9189.1,44,BRA,Brazil,Alagoas,AL,2020-10-08,1760313600000000000,H,ACMNB30,enfermeiro,,2320,
1049,7783113770,SECRETARIA DE EDUCAÇÃO-400210-2010,2018-01-25,2002,1121.97,3296.44,9143.62,40,BRA,Brazil,Alagoas,AL,2016-07-16,,F,,adjunto administrativo,,2221,Nursing Professionals
1886,2850041604,SECRETARIA DE FINANÇAS-200104-2009,2013-03-11,2021,5218.5,4427.56,7554.87,40,BRA,Brazil,Alagoas,AL,1998-02-24,,,ADPMA0,,administrative assistant,9311,Mining and Quarrying Labourers
1737,1220621627,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2012-01-05,2018,3825.41,7348.54,8113.13,20,BRA,Brazil,Alagoas,AL,2004-06-06,,B,,,,2320,Nursing Professionals
1815,2920766051,MINISTÉRIO DA SAÚDE-500312-2015,2000-06-04,2021,4400.69,5834.1,9403.43,35,BRA,Brazil,Alagoas,AL,1992-03-19,,D,999,enfermeiro,teacher,2320,Teaching Professionals
1062,7109623854,MINISTÉRIO DA SAÚDE-500312-2015,2005-02-02,2022,1164.89,6940.47,4526.67,44,BRA,Brazil,Alagoas,AL,2013-10-01,,C,ACMNB30,adjunto administrativo,administrative assistant,2142,
1998,5560334264,SECRETARIA DE FINANÇAS-200104-2009,2011-01-21,2020,2364.71,1206.27,5688.13,30,BRA,Brazil,Alagoas,AL,1992-05-16,,A,AEM30E2,engenheiro civil,,2320,Nursing Professionals
1636,2431740861,MINISTÉRIO DA SAÚDE-500312-2015,2012-08-04,2001,985.63,8547.2,6787.72,30,BRA,Brazil,Alagoas,AL,1998-10-04,1738454400000000000,F,ADPMA0,adjunto administrativo,civil engineer,9311,Mining and Quarrying Labourers
1088,6274057344,MINISTÉRIO DA SAÚDE-500312-2015,2003-04-06,2008,7571.72,7713.98,5585.3,44,BRA,Brazil,Alagoas,AL,1993-01-23,,D,FI2TC,enfermeiro,administrative assistant,2221,Civil Engineers
1352,2023623197,MINISTÉRIO DA SAÚDE-500312-2015,2002-02-23,2004,6638.03,2244.56,508.89,44,BRA,Brazil,Alagoas,AL,2013-03-20,1481760000000000000,E,FI2TC,professor,,,Civil Engineers
1456,3918683500,MINISTÉRIO DA SAÚDE-500312-2015,2004-06-22,2021,2215.78,1644.03,8292.46,30,BRA,Brazil,Alagoas,AL,2022-12-18,,,AEM30E2,adjunto administrativo,civil engineer,2142,Civil Engineers
1887,5351887722,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2005-01-24,2006,4734.4,3250.68,813.87,20,BRA,Brazil,Alagoas,AL,2014-10-10,,C,FI2TC,adjunto administrativo,teacher,9311,Teaching Professionals
1491,6234927642,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2017-03-24,2006,3241.23,9085.03,1156.27,30,BRA,Brazil,Alagoas,AL,2014-10-04,,G,ACMNB30,,administrative assistant,2221,Mining and Quarrying Labourers
1491,9012041712,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2015-05-22,2022,3498.92,7397.36,2653.79,35,BRA,Brazil,Alagoas,AL,2022-10-06,,A,ACMNB30,adjunto administrativo,,,
1240,9938692731,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2009-02-24,2020,1911.11,8357.2,8091.14,30,BRA,Brazil,Alagoas,AL,1992-05-03,,E,999,engenheiro civil,nurse,2142,Nursing Professionals
1208,3378172488,SECRETARIA DE EDUCAÇÃO-400210-2010,2011-10-10,2018,5482.1,5051.92,862.55,30,BRA,Brazil,Alagoas,AL,1993-11-03,,B,ACMNB30,adjunto administrativo,nurse,2320,Nursing Professionals
1376,3074180239,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2000-04-09,2006,5824.54,4562.61,3889.05,20,BRA,Brazil,Alagoas,AL,1995-07-22,,D,ADPMA0,professor,teacher,2320,Civil Engineers
1842,9131830800,SECRETARIA DE FINANÇAS-200104-2009,2000-10-22,2009,5525.94,6872.54,9336.95,35,BRA,Brazil,Alagoas,AL,2022-02-23,,B,ACSND40,adjunto administrativo,teacher,2142,Nursing Professionals
1082,9750348338,SECRETARIA DE FINANÇAS-200104-2009,2000-10-14,2004,3114.31,707.2,7627.34,35,BRA,Brazil,Alagoas,AL,2007-11-16,,F,AEM30E2,enfermeiro,teacher,9311,Civil Engineers
1597,1788091003,SECRETARIA DE EDUCAÇÃO-400210-2010,2017-03-26,2013,6987.99,4287.89,3822.24,30,BRA,Brazil,Alagoas,AL,2015-07-23,,,999,engenheiro civil,teacher,,Nursing Professionals
1264,5907941207,SECRETARIA DE FINANÇAS-200104-2009,2008-03-19,2005,7943.19,9883.69,1249.52,35,BRA,Brazil,Alagoas,AL,2003-05-31,,B,ACSND40,enfermeiro,teacher,2320,Nursing Professionals
1393,5692299779,SECRETARIA DE FINANÇAS-200104-2009,2010-04-05,2019,7136.29,5415.74,5516.62,35,BRA,Brazil,Alagoas,AL,1999-12-29,,E,ACSND40,,administrative assistant,2320,Nursing Professionals
1216,7782535603,SECRETARIA DE FINANÇAS-200104-2009,2013-01-31,2003,3674.24,4152.11,9467.19,44,BRA,Brazil,Alagoas,AL,2007-10-30,,D,ACSND40,engenheiro civil,civil engineer,2142,
1660,7312025453,SECRETARIA DE EDUCAÇÃO-400210-2010,2020-01-14,2016,1563.73,2509.91,5126.98,40,BRA,Brazil,Alagoas,AL,2008-10-02,,G,999,professor,nurse,2221,
1714,9672751807,MINISTÉRIO DA SAÚDE-500312-2015,2012-01-29,2016,1864.71,6503.83,7168.26,30,BRA,Brazil,Alagoas,AL,2001-11-05,,G,ADPMA0,enfermeiro,,,Nursing Professionals
1531,8072157999,SECRETARIA DE EDUCAÇÃO-400210-2010,2014-07-03,2011,6053.22,6426.45,7908.46,20,BRA,Brazil,Alagoas,AL,2007-10-26,,H,,,,2320,Civil Engineers
1907,5969332268,SECRETARIA DE EDUCAÇÃO-400210-2010,2007-10-01,2017,2518.45,2003.4,3824.2,30,BRA,Brazil,Alagoas,AL,2022-01-21,,G,FI2TC,,nurse,2320,Teaching Professionals
1230,9258904773,SECRETARIA DE EDUCAÇÃO-400210-2010,2005-01-09,2014,4945.64,3403.68,2586.28,20,BRA,Brazil,Alagoas,AL,2010-04-26,1711584000000000000,,999,adjunto administrativo,administrative assistant,2142,Civil Engineers
1945,2325926937,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2001-03-09,2012,3342.2,4905.65,4375.48,20,BRA,Brazil,Alagoas,AL,2007-06-05,,,ACSND40,enfermeiro,teacher,,
1462,9375614228,SECRETARIA DE FINANÇAS-200104-2009,2020-09-27,2010,5991.07,5870.99,8237.23,20,BRA,Brazil,Alagoas,AL,2017-11-13,,G,ACSND40,professor,civil engineer,9311,
1517,2099780515,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2000-03-30,2016,5195.92,9838.87,960.53,44,BRA,Brazil,Alagoas,AL,1996-03-05,1760832000000000000,C,ACSND40,engenheiro civil,administrative assistant,2142,Civil Engineers
1400,1787616545,SECRETARIA DE EDUCAÇÃO-400210-2010,2003-02-22,2005,655.73,7562.0,7764.53,35,BRA,Brazil,Alagoas,AL,1995-11-20,,F,,enfermeiro,teacher,9311,
1824,6381944737,MINISTÉRIO DA SAÚDE-500312-2015,2008-09-01,2003,4788.06,3831.05,6209.49,35,BRA,Brazil,Alagoas,AL,1996-03-07,1477526400000000000,B,AEM30E2,adjunto administrativo,,,Teaching Professionals
1324,9351949927,MINISTÉRIO DA SAÚDE-500312-2015,2019-01-19,2000,5115.16,2715.92,9265.84,35,BRA,Brazil,Alagoas,AL,2010-09-27,,H,ADPMA0,,nurse,2221,Teaching Professionals
1078,1976142674,SECRETARIA DE FINANÇAS-200104-2009,2005-04-10,2014,5166.2,7525.54,3176.24,20,BRA,Brazil,Alagoas,AL,1991-03-09,,E,,enfermeiro,,2221,Nursing Professionals
1223,3888480946,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2004-08-04,2020,7325.2,1298.89,2891.66,30,BRA,Brazil,Alagoas,AL,1994-11-28,1197763200000000000,B,999,professor,,2320,Civil Engineers
1763,9130886598,SECRETARIA DE FINANÇAS-200104-2009,2005-08-27,2017,6703.31,2348.75,3686.67,40,BRA,Brazil,Alagoas,AL,1995-12-19,,D,ADPMA0,professor,,2320,Civil Engineers
1879,5361811457,MINISTÉRIO DA SAÚDE-500312-2015,2000-05-25,2020,3128.77,6991.49,3347.21,35,BRA,Brazil,Alagoas,AL,2008-04-21,,B,,,,2221,Civil Engineers
1690,5170475057,SECRETARIA DE FINANÇAS-200104-2009,2019-10-20,2009,5736.4,9267.76,6233.99,44,BRA,Brazil,Alagoas,AL,2005-05-11,,E,ACSND40,enfermeiro,civil engineer,9311,Mining and Quarrying Labourers
1578,6722015045,MINISTÉRIO DA SAÚDE-500312-2015,2000-11-30,2001,2061.99,6137.05,3240.36,35,BRA,Brazil,Alagoas,AL,2015-06-05,,F,999,professor,,2142,Teaching Professionals
1642,8878791988,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2015-09-21,2005,2520.56,9085.2,6170.4,30,BRA,Brazil,Alagoas,AL,1998-02-04,,,ACMNB30,adjunto administrativo,teacher,9311,Mining and Quarrying Labourers
1718,1004996427,SECRETARIA DE EDUCAÇÃO-400210-2010,2007-09-21,2013,5096.48,5387.01,994.88,20,BRA,Brazil,Alagoas,AL,2018-01-27,1227571200000000000,B,999,engenheiro civil,civil engineer,9311,Civil Engineers
1175,9994721448,SECRETARIA DE EDUCAÇÃO-400210-2010,2009-02-07,2021,7464.77,4117.47,7109.49,35,BRA,Brazil,Alagoas,AL,1999-01-21,,B,FI2TC,enfermeiro,teacher,2320,
1095,9967349181,SECRETARIA DE FINANÇAS-200104-2009,2020-11-24,2018,5300.91,7128.04,8198.95,35,BRA,Brazil,Alagoas,AL,2011-08-10,,F,ACSND40,engenheiro civil,nurse,2142,Mining and Quarrying Labourers
1839,6019604596,SECRETARIA DE EDUCAÇÃO-400210-2010,2015-09-05,2014,862.96,4075.86,7741.77,30,BRA,Brazil,Alagoas,AL,1994-09-17,,H,,engenheiro civil,administrative assistant,9311,Civil Engineers
1645,4449237543,SECRETARIA DE EDUCAÇÃO-400210-2010,2005-08-13,2007,5272.2,658.63,3749.44,44,BRA,Brazil,Alagoas,AL,2016-10-06,,G,ACSND40,enfermeiro,administrative assistant,2320,Teaching Professionals
1004,4497322060,MINISTÉRIO DA SAÚDE-500312-2015,2015-01-02,2021,2281.3,2223.08,3258.36,20,BRA,Brazil,Alagoas,AL,2016-12-26,,C,,professor,,2142,
1878,6217047371,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2005-09-30,2018,1579.89,4201.07,9469.8,40,BRA,Brazil,Alagoas,AL,1992-08-29,,G,ADPMA0,adjunto administrativo,civil engineer,2221,
1527,7595723667,MINISTÉRIO DA SAÚDE-500312-2015,2019-05-13,2000,955.48,3129.03,2156.35,20,BRA,Brazil,Alagoas,AL,1998-06-12,,,AEM30E2,professor,civil engineer,2142,Nursing Professionals
1237,5320441787,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2015-12-06,2019,5369.26,9378.61,7508.79,20,BRA,Brazil,Alagoas,AL,1998-07-04,,D,999,engenheiro civil,administrative assistant,2320,Mining and Quarrying Labourers
1052,3150926088,SECRETARIA DE FINANÇAS-200104-2009,2021-04-30,2013,3540.61,5021.45,929.57,40,BRA,Brazil,Alagoas,AL,1990-03-31,1621036800000000000,G,,professor,nurse,9311,Nursing Professionals
1784,3732912631,SECRETARIA DE EDUCAÇÃO-400210-2010,2013-11-04,2014,7559.45,7359.24,5468.43,40,BRA,Brazil,Alagoas,AL,2022-09-24,,C,ADPMA0,,nurse,2320,Mining and Quarrying Labourers
1806,5645178561,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2013-10-13,2017,6697.34,1167.25,2592.39,35,BRA,Brazil,Alagoas,AL,2017-03-20,,D,ACSND40,professor,civil engineer,9311,
1900,5536460210,SECRETARIA DE EDUCAÇÃO-400210-2010,2015-03-16,2016,5893.99,4845.77,5646.47,20,BRA,Brazil,Alagoas,AL,2000-09-28,,E,999,enfermeiro,,9311,
1599,8199896640,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2003-12-04,2000,832.65,4542.57,5767.56,30,BRA,Brazil,Alagoas,AL,2004-12-11,,B,,professor,administrative assistant,2221,Nursing Professionals
1858,2644603038,MINISTÉRIO DA SAÚDE-500312-2015,2016-11-04,2010,5645.92,1083.5,1756.28,30,BRA,Brazil,Alagoas,AL,1996-03-15,,B,,engenheiro civil,administrative assistant,2142,
1280,2978658467,SECRETARIA DE EDUCAÇÃO-400210-2010,2003-09-27,2005,7433.21,903.9,7771.41,30,BRA,Brazil,Alagoas,AL,1992-11-10,1113436800000000000,D,ACMNB30,professor,administrative assistant,9311,Nursing Professionals
1532,1988338756,SECRETARIA DE EDUCAÇÃO-400210-2010,2018-02-14,2010,2952.52,5744.55,7734.72,40,BRA,Brazil,Alagoas,AL,2010-06-13,,,ACSND40,professor,nurse,2142,Civil Engineers
1621,2788357195,SECRETARIA DE FINANÇAS-200104-2009,2011-08-23,2004,7315.53,4335.17,4423.31,44,BRA,Brazil,Alagoas,AL,1995-09-25,,D,999,professor,nurse,,Civil Engineers
1135,2959336540,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2008-03-23,2019,5107.39,641.36,1615.92,44,BRA,Brazil,Alagoas,AL,2008-01-12,1664236800000000000,C,ACMNB30,,nurse,2142,
1685,7374757903,SECRETARIA DE FINANÇAS-200104-2009,2011-11-22,2006,6778.03,2890.78,638.6,35,BRA,Brazil,Alagoas,AL,2007-03-27,,,AEM30E2,enfermeiro,teacher,9311,Mining and Quarrying Labourers
1033,8072303756,SECRETARIA DE FINANÇAS-200104-2009,2003-01-21,2017,5386.11,6338.6,1148.39,40,BRA,Brazil,Alagoas,AL,2018-07-08,,D,ADPMA0,professor,administrative assistant,2142,Civil Engineers
1974,2340573332,SECRETARIA DE EDUCAÇÃO-400210-2010,2013-05-02,2015,4367.41,4859.83,1940.85,35,BRA,Brazil,Alagoas,AL,2013-04-27,,A,999,engenheiro civil,,9311,Teaching Professionals
1290,5582358954,SECRETARIA DE FINANÇAS-200104-2009,2004-04-02,2006,7293.63,9492.59,9076.6,30,BRA,Brazil,Alagoas,AL,2013-08-29,,,,adjunto administrativo,,2142,
1281,2031537651,SECRETARIA DE EDUCAÇÃO-400210-2010,2004-09-17,2018,7734.43,1705.43,1568.1,20,BRA,Brazil,Alagoas,AL,2011-05-27,,H,999,professor,,9311,
1867,6702535523,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2022-06-02,2009,1263.86,6159.27,7588.09,30,BRA,Brazil,Alagoas,AL,1998-06-09,,G,ACSND40,engenheiro civil,teacher,2221,Teaching Professionals
1481,1910524923,MINISTÉRIO DA SAÚDE-500312-2015,2019-06-08,2016,2145.09,4875.37,3523.44,35,BRA,Brazil,Alagoas,AL,1992-04-16,,D,AEM30E2,professor,administrative assistant,,Civil Engineers
1802,8212314713,MINISTÉRIO DA SAÚDE-500312-2015,2003-12-05,2009,3075.31,1811.42,3463.2,20,BRA,Brazil,Alagoas,AL,2007-09-30,,B,FI2TC,enfermeiro,civil engineer,9311,Mining and Quarrying Labourers
1502,3631340582,SECRETARIA DE FINANÇAS-200104-2009,2006-01-28,2017,3149.93,8600.01,6887.54,20,BRA,Brazil,Alagoas,AL,2002-04-27,1345593600000000000,H,999,professor,,,Civil Engineers
1436,9932360758,SECRETARIA DE EDUCAÇÃO-400210-2010,2015-04-09,2014,1409.99,9665.42,2086.17,30,BRA,Brazil,Alagoas,AL,2002-06-10,,F,AEM30E2,,civil engineer,2320,
1782,5425727460,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2017-05-03,2015,4744.92,9516.59,4277.66,40,BRA,Brazil,Alagoas,AL,2010-03-07,,G,999,enfermeiro,civil engineer,9311,
1834,7007676810,MINISTÉRIO DA SAÚDE-500312-2015,2004-06-21,2001,3685.59,8660.0,5763.44,40,BRA,Brazil,Alagoas,AL,2011-09-27,,H,999,engenheiro civil,nurse,2221,Civil Engineers
1424,4728636003,SECRETARIA DE FINANÇAS-200104-2009,2018-11-30,2016,5689.55,2829.78,3666.07,30,BRA,Brazil,Alagoas,AL,2001-03-05,,D,,enfermeiro,nurse,,Mining and Quarrying Labourers
1392,5197451112,SECRETARIA DE EDUCAÇÃO-400210-2010,2015-05-31,2005,4136.57,5311.12,3243.25,40,BRA,Brazil,Alagoas,AL,2008-11-07,,F,FI2TC,engenheiro civil,nurse,,Nursing Professionals
1163,8134797408,SECRETARIA DE FINANÇAS-200104-2009,2022-08-08,2022,6512.93,4670.7,7752.34,20,BRA,Brazil,Alagoas,AL,2016-10-02,1010880000000000000,B,999,enfermeiro,civil engineer,9311,Civil Engineers
1435,4222005838,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2012-09-30,2021,2306.69,3080.88,6220.08,20,BRA,Brazil,Alagoas,AL,2007-05-28,1571356800000000000,D,999,engenheiro civil,teacher,2221,Teaching Professionals
1106,7904537944,SECRETARIA DE FINANÇAS-200104-2009,2018-12-05,2006,709.39,9411.03,8089.2,44,BRA,Brazil,Alagoas,AL,1999-10-03,,,AEM30E2,,,2142,Civil Engineers
1887,1367320480,MINISTÉRIO DA SAÚDE-500312-2015,2011-08-07,2018,2262.35,681.75,2141.72,40,BRA,Brazil,Alagoas,AL,2021-05-22,1141948800000000000,G,AEM30E2,engenheiro civil,nurse,2142,Civil Engineers
1441,9687452393,SECRETARIA DE FINANÇAS-200104-2009,2012-06-30,2018,3963.24,602.78,6979.09,35,BRA,Brazil,Alagoas,AL,2015-01-27,,A,999,,teacher,2320,Civil Engineers
1985,8566104358,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2011-05-04,2012,1865.76,985.91,5724.1,30,BRA,Brazil,Alagoas,AL,1996-12-17,1309392000000000000,A,,engenheiro civil,administrative assistant,,Teaching Professionals
1521,4574988856,SECRETARIA DE EDUCAÇÃO-400210-2010,2011-05-16,2011,6015.37,2616.76,8220.85,35,BRA,Brazil,Alagoas,AL,2001-03-07,,B,FI2TC,engenheiro civil,administrative assistant,2221,Teaching Professionals
1157,2855007651,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2001-10-07,2012,2678.37,6174.06,3317.86,35,BRA,Brazil,Alagoas,AL,2010-04-14,,C,999,,administrative assistant,9311,Teaching Professionals
